time,open,high,low,close,Shapes,Shapes,Bullish Sweep,Bearish Sweep,ATR Short Stop Loss,ATR Long Stop Loss,VWAP,Upper Band #1,Lower Band #1,ATR,Volume,Volume EMA,Spike Threshold,CVD Oscillator,Bullish Divergence,Bearish Divergence,Bullish Cross,Bearish Cross
1780911300,29173,29251.75,29163,29196.25,1,0,0,0,29311.268224605905,29103.481775394095,29115.066850417206,29214.66718235511,29015.4665184793,39.67881640393609,7022,4271.16447166375,4343.620061243438,-94.28385141586568,0,0,0,0
1780911600,29196.75,29225.25,29185,29218.75,1,0,0,0,29284.82942284834,29125.42057715166,29115.449789747556,29215.02964951047,29015.86992998464,39.71961523222637,3385,3975.7763144425003,6406.746707495626,83.85004283762564,0,0,1,0
1780911900,29218.25,29234.25,29213.25,29228,1,0,0,0,29291.823749787745,29155.676250212255,29115.847342136345,29215.4650015741,29016.22968269859,38.38249985849591,3041,3664.1842096283335,5963.66447166375,187.27062361263003,0,0,0,0
1780912200,29227.75,29234,29211.5,29228.25,1,0,0,0,29289.872053374333,29155.627946625667,29116.29661322986,29215.952651190364,29016.640575269357,37.24803558288905,3482,3603.4561397522225,5496.276314442501,144.7408996882608,0,0,0,0
1780912500,29229.25,29239.5,29223.25,29239.25,1,0,0,0,29293.122263847596,29169.627736152404,29116.650857975936,29216.365483331403,29016.93623262047,35.74817589839698,2544,3250.3040931681485,5405.1842096283335,249.05762009073692,0,0,0,0
1780912800,29239.75,29241.25,29183,29214.5,0,1,0,0,29297.283173572767,29126.966826427233,29117.343726852174,29217.031547964263,29017.655905740085,37.35544904851148,6128,4209.536062112099,4875.456139752223,-64.80582130765325,0,0,0,1
1780913100,29215.5,29235,29210.5,29223,1,0,0,0,29289.655804031856,29155.844195968144,29117.640373243317,29217.344541558457,29017.936204928177,36.437202687903515,2401,3606.690708074733,6314.304093168148,-1.2105784491455154,0,0,0,0
1780913400,29223,29233,29214,29221.75,0,1,0,0,29285.787532315295,29161.212467684705,29117.940984201017,29217.6610535892,29018.220914812835,35.19168821019612,2445,3219.460472049822,5410.036062112099,-33.63003169266577,0,0,0,0
1780913700,29222,29227.75,29192,29192.5,0,1,0,0,29280.59735143563,29139.15264856437,29118.200860880857,29217.882411185456,29018.51931057626,35.23156762375354,2591,3009.9736480332144,4829.190708074733,-245.8340517238153,0,0,0,0
1780914000,29192,29201.75,29174.75,29188.5,0,1,0,0,29253.715397761658,29122.784602238342,29118.473354565864,29218.056690533438,29018.89001859829,34.643598507771145,3350,3123.3157653554763,4514.960472049822,-256.8525831508579,0,0,0,0
1780914300,29188.5,29199.25,29175.75,29193,1,0,0,0,29250.02144077868,29124.97855922132,29118.67029666058,29218.18509616062,29019.15549716054,33.84762718578749,2403,2883.210510236984,4684.973648033214,-179.9034921193997,0,0,0,0
